dpi	animal	observation	score
148	433	blank stare	0
148	433	circling	0
148	433	clasping  front and back legs	1
148	433	clasping back legs	1
148	433	clasping front legs	0
148	433	convulsions	0
148	433	dehydrated	0
148	433	delayed hot plate response >5sec	0
148	433	doesn't reach for bar	0
148	433	doesn't see bar	0
148	433	head tilt	0
148	433	head-bobbing	0
148	433	hunched	0
148	433	increased vocalization	0
148	433	kyphosis	0
148	433	lacks balance on edge of cage	0
148	433	lacks righting reflex	0
148	433	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	433	lethargic	0
148	433	moribund	0
148	433	neophobia (freezing)	2
148	433	no balance on bar	1
148	433	no bite reflex	2
148	433	no leg resistance	1
148	433	no reaction to toe pinch	0
148	433	paralysis	0
148	433	tail suspension: poor or no splay	1
148	433	weak grip: bar (fall only)	2
148	433	weak grip: grid, forelimb	0
148	433	weak grip: hindlimb hang	0
148	434	abnormal activity level: excited	2
148	434	abnormal activity level: slow	0
148	434	abnormal gait	0
148	434	abnormal landing from drop	0
148	434	abnormal pelvic elevation: high	0
148	434	abnormal pelvic elevation: low	1
148	434	abnormal posture	0
148	434	abnormal tail elevation	0
148	434	ataxia	0
148	434	bladder	1
148	434	blank stare	0
148	434	circling	0
148	434	clasping  front and back legs	1
148	434	clasping back legs	1
148	434	clasping front legs	0
148	434	convulsions	0
148	434	dehydrated	0
148	434	delayed hot plate response >5sec	0
148	434	doesn't reach for bar	0
148	434	doesn't see bar	0
148	434	head tilt	0
148	434	head-bobbing	0
148	434	hunched	0
148	434	increased vocalization	0
148	434	kyphosis	0
148	434	lacks balance on edge of cage	0
148	434	lacks righting reflex	0
148	434	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	434	lethargic	0
148	434	moribund	0
148	434	neophobia (freezing)	0
148	434	no balance on bar	2
148	434	no bite reflex	2
148	434	no leg resistance	1
148	434	no reaction to toe pinch	0
148	434	paralysis	0
148	434	tail suspension: poor or no splay	0
148	434	weak grip: bar (fall only)	0
148	434	weak grip: grid, forelimb	0
148	434	weak grip: hindlimb hang	0
148	437	abnormal activity level: excited	0
148	437	abnormal activity level: slow	0
148	437	abnormal gait	0
148	437	abnormal landing from drop	0
148	437	abnormal pelvic elevation: high	0
148	437	abnormal pelvic elevation: low	1
148	437	abnormal posture	0
148	437	abnormal tail elevation	0
148	437	ataxia	0
148	437	bladder	1
148	437	blank stare	0
148	437	circling	0
148	437	clasping  front and back legs	0
148	437	clasping back legs	1
148	437	clasping front legs	0
148	437	convulsions	0
148	437	dehydrated	0
148	437	delayed hot plate response >5sec	0
148	437	doesn't reach for bar	0
148	437	doesn't see bar	0
148	437	head tilt	0
148	437	head-bobbing	0
148	437	hunched	0
148	437	increased vocalization	0
148	437	kyphosis	0
148	437	lacks balance on edge of cage	0
148	437	lacks righting reflex	0
148	437	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	437	lethargic	0
148	437	moribund	0
148	437	neophobia (freezing)	2
148	437	no balance on bar	2
148	437	no bite reflex	0
148	437	no leg resistance	0
148	437	no reaction to toe pinch	0
148	437	paralysis	0
148	437	tail suspension: poor or no splay	0
148	437	weak grip: bar (fall only)	2
148	437	weak grip: grid, forelimb	0
148	437	weak grip: hindlimb hang	0
148	438	abnormal activity level: excited	0.0
148	438	abnormal activity level: slow	2.0
148	438	abnormal gait	1.0
148	438	abnormal landing from drop	1.0
148	438	abnormal pelvic elevation: high	0.0
148	438	abnormal pelvic elevation: low	0.0
148	438	abnormal posture	0.0
148	438	abnormal tail elevation	0.0
148	438	ataxia	0.0
148	438	bladder	2.0
148	438	blank stare	0.0
148	438	circling	0.0
148	438	clasping  front and back legs	0.0
148	438	clasping back legs	0.0
148	438	clasping front legs	0.0
148	438	convulsions	0.0
148	438	dehydrated	0.0
148	438	delayed hot plate response >5sec	0.0
148	438	doesn't reach for bar	0.0
148	438	doesn't see bar	0.0
148	438	head tilt	0.0
148	438	head-bobbing	0.0
148	438	hunched	0.0
148	438	increased vocalization	0.0
148	438	kyphosis	0.0
148	438	lacks balance on edge of cage	0.0
148	438	lacks righting reflex	0.0
148	438	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
148	438	lethargic	0.0
148	438	moribund	0.0
148	438	neophobia (freezing)	2.0
148	438	no balance on bar	2.0
148	438	no bite reflex	0.0
148	438	no leg resistance	0.0
148	438	no reaction to toe pinch	0.0
148	438	paralysis	0.0
148	438	tail suspension: poor or no splay	0.0
148	438	weak grip: bar (fall only)	2.0
148	438	weak grip: grid, forelimb	0.0
148	438	weak grip: hindlimb hang	0.0
148	439	abnormal activity level: excited	2
148	439	abnormal activity level: slow	2
148	439	abnormal gait	0
148	439	abnormal landing from drop	0
148	439	abnormal pelvic elevation: high	0
148	439	abnormal pelvic elevation: low	1
148	439	abnormal posture	0
148	439	abnormal tail elevation	0
148	439	ataxia	0
148	439	bladder	2
148	439	blank stare	0
148	439	circling	0
148	439	clasping  front and back legs	0
148	439	clasping back legs	2
148	439	clasping front legs	0
148	439	convulsions	0
148	439	dehydrated	0
148	439	delayed hot plate response >5sec	0
148	439	doesn't reach for bar	0
148	439	doesn't see bar	0
148	439	head tilt	0
148	439	head-bobbing	0
148	439	hunched	0
148	439	increased vocalization	0
148	439	kyphosis	0
148	439	lacks balance on edge of cage	0
148	439	lacks righting reflex	0
148	439	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	439	lethargic	0
148	439	moribund	0
148	439	neophobia (freezing)	2
148	439	no balance on bar	2
148	439	no bite reflex	0
148	439	no leg resistance	0
148	439	no reaction to toe pinch	0
148	439	paralysis	0
148	439	tail suspension: poor or no splay	2
148	439	weak grip: bar (fall only)	2
148	439	weak grip: grid, forelimb	2
148	439	weak grip: hindlimb hang	0
148	440	abnormal activity level: excited	0.0
148	440	abnormal activity level: slow	2.0
148	440	abnormal gait	0.0
148	440	abnormal landing from drop	0.0
148	440	abnormal pelvic elevation: high	0.0
148	440	abnormal pelvic elevation: low	1.0
148	440	abnormal posture	0.0
148	440	abnormal tail elevation	0.0
148	440	ataxia	0.0
148	440	bladder	2.0
148	440	blank stare	0.0
148	440	circling	0.0
148	440	clasping  front and back legs	1.0
148	440	clasping back legs	0.0
148	440	clasping front legs	0.0
148	440	convulsions	0.0
148	440	dehydrated	0.0
148	440	delayed hot plate response >5sec	0.0
148	440	doesn't reach for bar	1.0
148	440	doesn't see bar	0.0
148	440	head tilt	0.0
148	440	head-bobbing	0.0
148	440	hunched	0.0
148	440	increased vocalization	0.0
148	440	kyphosis	0.0
148	440	lacks balance on edge of cage	0.0
148	440	lacks righting reflex	0.0
148	440	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
148	440	lethargic	0.0
148	440	moribund	0.0
148	440	neophobia (freezing)	2.0
148	440	no balance on bar	2.0
148	440	no bite reflex	0.0
148	440	no leg resistance	0.0
148	440	no reaction to toe pinch	0.0
148	440	paralysis	0.0
148	440	tail suspension: poor or no splay	1.0
148	440	weak grip: bar (fall only)	2.0
148	440	weak grip: grid, forelimb	0.0
148	440	weak grip: hindlimb hang	0.0
148	442	abnormal activity level: excited	0.0
148	442	abnormal activity level: slow	2.0
148	442	abnormal gait	0.0
148	442	abnormal landing from drop	0.0
148	442	abnormal pelvic elevation: high	0.0
148	442	abnormal pelvic elevation: low	1.0
148	442	abnormal posture	0.0
148	442	abnormal tail elevation	0.0
148	442	ataxia	0.0
148	442	bladder	1.0
148	442	blank stare	0.0
148	442	circling	0.0
148	442	clasping  front and back legs	0.0
148	442	clasping back legs	0.0
148	442	clasping front legs	0.0
148	442	convulsions	0.0
148	442	dehydrated	0.0
148	442	delayed hot plate response >5sec	0.0
148	442	doesn't reach for bar	0.0
148	442	doesn't see bar	0.0
148	442	head tilt	0.0
148	442	head-bobbing	0.0
148	442	hunched	0.0
148	442	increased vocalization	0.0
148	442	kyphosis	0.0
148	442	lacks balance on edge of cage	0.0
148	442	lacks righting reflex	0.0
148	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
148	442	lethargic	0.0
148	442	moribund	0.0
148	442	neophobia (freezing)	2.0
148	442	no balance on bar	1.0
148	442	no bite reflex	2.0
148	442	no leg resistance	0.0
148	442	no reaction to toe pinch	0.0
148	442	paralysis	0.0
148	442	tail suspension: poor or no splay	0.0
148	442	weak grip: bar (fall only)	2.0
148	442	weak grip: grid, forelimb	0.0
148	442	weak grip: hindlimb hang	0.0
155	400	abnormal activity level: excited	0.0
155	400	abnormal activity level: slow	0.0
155	400	abnormal gait	0.0
155	400	abnormal landing from drop	0.0
155	400	abnormal pelvic elevation: high	0.0
155	400	abnormal pelvic elevation: low	0.0
155	400	abnormal posture	0.0
155	400	abnormal tail elevation	0.0
155	400	ataxia	0.0
155	400	bladder	0.0
155	400	blank stare	0.0
155	400	circling	0.0
155	400	clasping  front and back legs	1.0
155	400	clasping back legs	2.0
155	400	clasping front legs	0.0
155	400	convulsions	0.0
155	400	dehydrated	0.0
155	400	delayed hot plate response >5sec	0.0
155	400	doesn't reach for bar	0.0
155	400	doesn't see bar	0.0
155	400	head tilt	0.0
155	400	head-bobbing	0.0
155	400	hunched	0.0
155	400	increased vocalization	0.0
155	400	kyphosis	0.0
155	400	lacks balance on edge of cage	0.0
155	400	lacks righting reflex	0.0
155	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	400	lethargic	0.0
155	400	moribund	0.0
155	400	neophobia (freezing)	0.0
155	400	no balance on bar	0.0
155	400	no bite reflex	2.0
155	400	no leg resistance	1.0
155	400	no reaction to toe pinch	0.0
155	400	paralysis	0.0
155	400	tail suspension: poor or no splay	0.0
155	400	weak grip: bar (fall only)	2.0
155	400	weak grip: grid, forelimb	0.0
155	400	weak grip: hindlimb hang	0.0
155	401	abnormal activity level: excited	0
155	401	abnormal activity level: slow	0
155	401	abnormal gait	0
155	401	abnormal landing from drop	0
155	401	abnormal pelvic elevation: high	0
155	401	abnormal pelvic elevation: low	0
155	401	abnormal posture	0
155	401	abnormal tail elevation	0
155	401	ataxia	0
155	401	bladder	0
155	401	blank stare	0
155	401	circling	0
155	401	clasping  front and back legs	1
155	401	clasping back legs	2
155	401	clasping front legs	0
155	401	convulsions	0
155	401	dehydrated	0
155	401	delayed hot plate response >5sec	1
155	401	doesn't reach for bar	0
155	401	doesn't see bar	0
155	401	head tilt	0
155	401	head-bobbing	0
155	401	hunched	0
155	401	increased vocalization	0
155	401	kyphosis	0
155	401	lacks balance on edge of cage	0
155	401	lacks righting reflex	0
155	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	401	lethargic	0
155	401	moribund	0
155	401	neophobia (freezing)	2
155	401	no balance on bar	0
155	401	no bite reflex	2
155	401	no leg resistance	0
155	401	no reaction to toe pinch	0
155	401	paralysis	0
155	401	tail suspension: poor or no splay	0
155	401	weak grip: bar (fall only)	0
155	401	weak grip: grid, forelimb	0
155	401	weak grip: hindlimb hang	0
155	402	abnormal activity level: excited	0
155	402	abnormal activity level: slow	0
155	402	abnormal gait	0
155	402	abnormal landing from drop	0
155	402	abnormal pelvic elevation: high	0
155	402	abnormal pelvic elevation: low	0
155	402	abnormal posture	0
155	402	abnormal tail elevation	0
155	402	ataxia	0
155	402	bladder	0
155	402	blank stare	0
155	402	circling	0
155	402	clasping  front and back legs	2
155	402	clasping back legs	2
155	402	clasping front legs	0
155	402	convulsions	0
155	402	dehydrated	0
155	402	delayed hot plate response >5sec	1
155	402	doesn't reach for bar	0
155	402	doesn't see bar	0
155	402	head tilt	0
155	402	head-bobbing	0
155	402	hunched	0
155	402	increased vocalization	0
155	402	kyphosis	0
155	402	lacks balance on edge of cage	0
155	402	lacks righting reflex	0
155	402	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	402	lethargic	0
155	402	moribund	0
155	402	neophobia (freezing)	0
155	402	no balance on bar	0
155	402	no bite reflex	1
155	402	no leg resistance	1
155	402	no reaction to toe pinch	0
155	402	paralysis	0
155	402	tail suspension: poor or no splay	0
155	402	weak grip: bar (fall only)	2
155	402	weak grip: grid, forelimb	0
155	402	weak grip: hindlimb hang	0
155	403	abnormal activity level: excited	0
155	403	abnormal activity level: slow	0
155	403	abnormal gait	0
155	403	abnormal landing from drop	0
155	403	abnormal pelvic elevation: high	0
155	403	abnormal pelvic elevation: low	0
155	403	abnormal posture	0
155	403	abnormal tail elevation	0
155	403	ataxia	0
155	403	bladder	1
155	403	blank stare	0
155	403	circling	0
155	403	clasping  front and back legs	2
155	403	clasping back legs	2
155	403	clasping front legs	0
155	403	convulsions	0
155	403	dehydrated	0
155	403	delayed hot plate response >5sec	0
155	403	doesn't reach for bar	0
155	403	doesn't see bar	0
155	403	head tilt	0
155	403	head-bobbing	0
155	403	hunched	0
155	403	increased vocalization	0
155	403	kyphosis	0
155	403	lacks balance on edge of cage	0
155	403	lacks righting reflex	0
155	403	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	403	lethargic	0
155	403	moribund	0
155	403	neophobia (freezing)	0
155	403	no balance on bar	0
155	403	no bite reflex	0
155	403	no leg resistance	1
155	403	no reaction to toe pinch	0
155	403	paralysis	0
155	403	tail suspension: poor or no splay	0
155	403	weak grip: bar (fall only)	0
155	403	weak grip: grid, forelimb	0
155	403	weak grip: hindlimb hang	0
155	404	abnormal activity level: excited	0
155	404	abnormal activity level: slow	0
155	404	abnormal gait	0
155	404	abnormal landing from drop	0
155	404	abnormal pelvic elevation: high	0
155	404	abnormal pelvic elevation: low	0
155	404	abnormal posture	0
155	404	abnormal tail elevation	0
155	404	ataxia	0
155	404	bladder	0
155	404	blank stare	0
155	404	circling	0
155	404	clasping  front and back legs	0
155	404	clasping back legs	2
155	404	clasping front legs	2
155	404	convulsions	0
155	404	dehydrated	0
155	404	delayed hot plate response >5sec	0
155	404	doesn't reach for bar	0
155	404	doesn't see bar	0
155	404	head tilt	0
155	404	head-bobbing	0
155	404	hunched	0
155	404	increased vocalization	0
155	404	kyphosis	0
155	404	lacks balance on edge of cage	0
155	404	lacks righting reflex	0
155	404	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	404	lethargic	0
155	404	moribund	0
155	404	neophobia (freezing)	0
155	404	no balance on bar	0
155	404	no bite reflex	2
155	404	no leg resistance	1
155	404	no reaction to toe pinch	0
155	404	paralysis	0
155	404	tail suspension: poor or no splay	0
155	404	weak grip: bar (fall only)	2
155	404	weak grip: grid, forelimb	2
155	404	weak grip: hindlimb hang	1
155	405	abnormal activity level: excited	0
155	405	abnormal activity level: slow	0
155	405	abnormal gait	0
155	405	abnormal landing from drop	0
155	405	abnormal pelvic elevation: high	0
155	405	abnormal pelvic elevation: low	0
155	405	abnormal posture	0
155	405	abnormal tail elevation	0
155	405	ataxia	0
155	405	bladder	0
155	405	blank stare	0
155	405	circling	0
155	405	clasping  front and back legs	2
155	405	clasping back legs	2
155	405	clasping front legs	0
155	405	convulsions	0
155	405	dehydrated	0
155	405	delayed hot plate response >5sec	0
155	405	doesn't reach for bar	0
155	405	doesn't see bar	0
155	405	head tilt	0
155	405	head-bobbing	0
155	405	hunched	0
155	405	increased vocalization	0
155	405	kyphosis	0
155	405	lacks balance on edge of cage	0
155	405	lacks righting reflex	0
155	405	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	405	lethargic	0
155	405	moribund	0
155	405	neophobia (freezing)	2
155	405	no balance on bar	0
155	405	no bite reflex	0
155	405	no leg resistance	0
155	405	no reaction to toe pinch	0
155	405	paralysis	0
155	405	tail suspension: poor or no splay	0
155	405	weak grip: bar (fall only)	2
155	405	weak grip: grid, forelimb	1
155	405	weak grip: hindlimb hang	0
155	406	abnormal activity level: excited	0
155	406	abnormal activity level: slow	0
155	406	abnormal gait	0
155	406	abnormal landing from drop	0
155	406	abnormal pelvic elevation: high	0
155	406	abnormal pelvic elevation: low	0
155	406	abnormal posture	0
155	406	abnormal tail elevation	0
155	406	ataxia	0
155	406	bladder	0
155	406	blank stare	0
155	406	circling	0
155	406	clasping  front and back legs	2
155	406	clasping back legs	2
155	406	clasping front legs	0
155	406	convulsions	0
155	406	dehydrated	0
155	406	delayed hot plate response >5sec	0
155	406	doesn't reach for bar	0
155	406	doesn't see bar	0
155	406	head tilt	0
155	406	head-bobbing	0
155	406	hunched	0
155	406	increased vocalization	0
155	406	kyphosis	0
155	406	lacks balance on edge of cage	0
155	406	lacks righting reflex	0
155	406	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	406	lethargic	0
155	406	moribund	0
155	406	neophobia (freezing)	0
155	406	no balance on bar	0
155	406	no bite reflex	1
155	406	no leg resistance	1
155	406	no reaction to toe pinch	0
155	406	paralysis	0
155	406	tail suspension: poor or no splay	0
155	406	weak grip: bar (fall only)	0
155	406	weak grip: grid, forelimb	1
155	406	weak grip: hindlimb hang	0
155	407	abnormal activity level: excited	0
155	407	abnormal activity level: slow	0
155	407	abnormal gait	0
155	407	abnormal landing from drop	0
155	407	abnormal pelvic elevation: high	0
155	407	abnormal pelvic elevation: low	0
155	407	abnormal posture	0
155	407	abnormal tail elevation	0
155	407	ataxia	0
155	407	bladder	1
155	407	blank stare	0
155	407	circling	0
155	407	clasping  front and back legs	0
155	407	clasping back legs	0
155	407	clasping front legs	0
155	407	convulsions	0
155	407	dehydrated	0
155	407	delayed hot plate response >5sec	0
155	407	doesn't reach for bar	0
155	407	doesn't see bar	0
155	407	head tilt	0
155	407	head-bobbing	0
155	407	hunched	0
155	407	increased vocalization	0
155	407	kyphosis	0
155	407	lacks balance on edge of cage	0
155	407	lacks righting reflex	0
155	407	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	407	lethargic	0
155	407	moribund	0
155	407	neophobia (freezing)	0
155	407	no balance on bar	0
155	407	no bite reflex	2
155	407	no leg resistance	1
155	407	no reaction to toe pinch	0
155	407	paralysis	0
155	407	tail suspension: poor or no splay	0
155	407	weak grip: bar (fall only)	0
155	407	weak grip: grid, forelimb	0
155	407	weak grip: hindlimb hang	0
155	409	abnormal activity level: excited	0.0
155	409	abnormal activity level: slow	0.0
155	409	abnormal gait	0.0
155	409	abnormal landing from drop	0.0
155	409	abnormal pelvic elevation: high	0.0
155	409	abnormal pelvic elevation: low	0.0
155	409	abnormal posture	0.0
155	409	abnormal tail elevation	0.0
155	409	ataxia	0.0
155	409	bladder	0.0
155	409	blank stare	0.0
155	409	circling	0.0
155	409	clasping  front and back legs	0.0
155	409	clasping back legs	0.0
155	409	clasping front legs	0.0
155	409	convulsions	0.0
155	409	dehydrated	0.0
155	409	delayed hot plate response >5sec	0.0
155	409	doesn't reach for bar	0.0
155	409	doesn't see bar	0.0
155	409	head tilt	0.0
155	409	head-bobbing	0.0
155	409	hunched	0.0
155	409	increased vocalization	0.0
155	409	kyphosis	0.0
155	409	lacks balance on edge of cage	0.0
155	409	lacks righting reflex	0.0
155	409	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	409	lethargic	0.0
155	409	moribund	0.0
155	409	neophobia (freezing)	0.0
155	409	no balance on bar	0.0
155	409	no bite reflex	2.0
155	409	no leg resistance	0.0
155	409	no reaction to toe pinch	0.0
155	409	paralysis	0.0
155	409	tail suspension: poor or no splay	0.0
155	409	weak grip: bar (fall only)	2.0
155	409	weak grip: grid, forelimb	0.0
155	409	weak grip: hindlimb hang	0.0
155	410	abnormal activity level: excited	0.0
155	410	abnormal activity level: slow	0.0
155	410	abnormal gait	0.0
155	410	abnormal landing from drop	0.0
155	410	abnormal pelvic elevation: high	0.0
155	410	abnormal pelvic elevation: low	0.0
155	410	abnormal posture	0.0
155	410	abnormal tail elevation	0.0
155	410	ataxia	0.0
155	410	bladder	0.0
155	410	blank stare	0.0
155	410	circling	0.0
155	410	clasping  front and back legs	0.0
155	410	clasping back legs	2.0
155	410	clasping front legs	0.0
155	410	convulsions	0.0
155	410	dehydrated	0.0
155	410	delayed hot plate response >5sec	0.0
155	410	doesn't reach for bar	0.0
155	410	doesn't see bar	0.0
155	410	head tilt	0.0
155	410	head-bobbing	0.0
155	410	hunched	0.0
155	410	increased vocalization	0.0
155	410	kyphosis	0.0
155	410	lacks balance on edge of cage	0.0
155	410	lacks righting reflex	0.0
155	410	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	410	lethargic	0.0
155	410	moribund	0.0
155	410	neophobia (freezing)	0.0
155	410	no balance on bar	0.0
155	410	no bite reflex	0.0
155	410	no leg resistance	0.0
155	410	no reaction to toe pinch	0.0
155	410	paralysis	0.0
155	410	tail suspension: poor or no splay	0.0
155	410	weak grip: bar (fall only)	2.0
155	410	weak grip: grid, forelimb	0.0
155	410	weak grip: hindlimb hang	0.0
155	426	abnormal activity level: excited	0.0
155	426	abnormal activity level: slow	0.0
155	426	abnormal gait	1.0
155	426	abnormal landing from drop	0.0
155	426	abnormal pelvic elevation: high	0.0
155	426	abnormal pelvic elevation: low	1.0
155	426	abnormal posture	0.0
155	426	abnormal tail elevation	0.0
155	426	ataxia	0.0
155	426	bladder	0.0
155	426	blank stare	0.0
155	426	circling	0.0
155	426	clasping  front and back legs	0.0
155	426	clasping back legs	0.0
155	426	clasping front legs	0.0
155	426	convulsions	0.0
155	426	dehydrated	0.0
155	426	delayed hot plate response >5sec	0.0
155	426	doesn't reach for bar	0.0
155	426	doesn't see bar	0.0
155	426	head tilt	0.0
155	426	head-bobbing	0.0
155	426	hunched	0.0
155	426	increased vocalization	0.0
155	426	kyphosis	2.0
155	426	lacks balance on edge of cage	0.0
155	426	lacks righting reflex	0.0
155	426	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	426	lethargic	0.0
155	426	moribund	0.0
155	426	neophobia (freezing)	2.0
155	426	no balance on bar	2.0
155	426	no bite reflex	2.0
155	426	no leg resistance	1.0
155	426	no reaction to toe pinch	2.0
155	426	paralysis	0.0
155	426	tail suspension: poor or no splay	1.0
155	426	weak grip: bar (fall only)	2.0
155	426	weak grip: grid, forelimb	2.0
155	426	weak grip: hindlimb hang	2.0
155	427	abnormal activity level: excited	0.0
155	427	abnormal activity level: slow	2.0
155	427	abnormal gait	1.0
155	427	abnormal landing from drop	0.0
155	427	abnormal pelvic elevation: high	0.0
155	427	abnormal pelvic elevation: low	1.0
155	427	abnormal posture	1.0
155	427	abnormal tail elevation	0.0
155	427	ataxia	0.0
155	427	bladder	0.0
155	427	blank stare	1.0
155	427	circling	0.0
155	427	clasping  front and back legs	0.0
155	427	clasping back legs	1.0
155	427	clasping front legs	0.0
155	427	convulsions	0.0
155	427	dehydrated	0.0
155	427	delayed hot plate response >5sec	0.0
155	427	doesn't reach for bar	1.0
155	427	doesn't see bar	0.0
155	427	head tilt	0.0
155	427	head-bobbing	0.0
155	427	hunched	1.0
155	427	increased vocalization	0.0
155	427	kyphosis	2.0
155	427	lacks balance on edge of cage	1.0
155	427	lacks righting reflex	1.0
155	427	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	427	lethargic	0.0
155	427	moribund	0.0
155	427	neophobia (freezing)	2.0
155	427	no balance on bar	2.0
155	427	no bite reflex	2.0
155	427	no leg resistance	1.0
155	427	no reaction to toe pinch	0.0
155	427	paralysis	0.0
155	427	tail suspension: poor or no splay	2.0
155	427	weak grip: bar (fall only)	0.0
155	427	weak grip: grid, forelimb	2.0
155	427	weak grip: hindlimb hang	2.0
155	430	abnormal activity level: excited	0.0
155	430	abnormal activity level: slow	0.0
155	430	abnormal gait	0.0
155	430	abnormal landing from drop	0.0
155	430	abnormal pelvic elevation: high	0.0
155	430	abnormal pelvic elevation: low	1.0
155	430	abnormal posture	0.0
155	430	abnormal tail elevation	0.0
155	430	ataxia	1.0
155	430	bladder	0.0
155	430	blank stare	0.0
155	430	circling	1.0
155	430	clasping  front and back legs	0.0
155	430	clasping back legs	0.0
155	430	clasping front legs	0.0
155	430	convulsions	0.0
155	430	dehydrated	0.0
155	430	delayed hot plate response >5sec	0.0
155	430	doesn't reach for bar	1.0
155	430	doesn't see bar	0.0
155	430	head tilt	0.0
155	430	head-bobbing	0.0
155	430	hunched	0.0
155	430	increased vocalization	0.0
155	430	kyphosis	0.0
155	430	lacks balance on edge of cage	0.0
155	430	lacks righting reflex	0.0
155	430	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	430	lethargic	0.0
155	430	moribund	0.0
155	430	neophobia (freezing)	2.0
155	430	no balance on bar	2.0
155	430	no bite reflex	2.0
155	430	no leg resistance	1.0
155	430	no reaction to toe pinch	0.0
155	430	paralysis	0.0
155	430	tail suspension: poor or no splay	2.0
155	430	weak grip: bar (fall only)	2.0
155	430	weak grip: grid, forelimb	2.0
155	430	weak grip: hindlimb hang	0.0
155	431	abnormal activity level: excited	0
155	431	abnormal activity level: slow	0
155	431	abnormal gait	0
155	431	abnormal landing from drop	1
155	431	abnormal pelvic elevation: high	0
155	431	abnormal pelvic elevation: low	1
155	431	abnormal posture	1
155	431	abnormal tail elevation	0
155	431	ataxia	0
155	431	bladder	2
155	431	blank stare	0
155	431	circling	0
155	431	clasping  front and back legs	0
155	431	clasping back legs	2
155	431	clasping front legs	0
155	431	convulsions	0
155	431	dehydrated	0
155	431	delayed hot plate response >5sec	0
155	431	doesn't reach for bar	1
155	431	doesn't see bar	0
155	431	head tilt	0
155	431	head-bobbing	0
155	431	hunched	0
155	431	increased vocalization	0
155	431	kyphosis	0
155	431	lacks balance on edge of cage	0
155	431	lacks righting reflex	0
155	431	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
155	431	lethargic	0
155	431	moribund	0
155	431	neophobia (freezing)	2
155	431	no balance on bar	2
155	431	no bite reflex	0
155	431	no leg resistance	0
155	431	no reaction to toe pinch	0
155	431	paralysis	0
155	431	tail suspension: poor or no splay	0
155	431	weak grip: bar (fall only)	0
155	431	weak grip: grid, forelimb	0
155	431	weak grip: hindlimb hang	0
155	432	abnormal activity level: excited	0.0
155	432	abnormal activity level: slow	2.0
155	432	abnormal gait	1.0
155	432	abnormal landing from drop	0.0
155	432	abnormal pelvic elevation: high	0.0
155	432	abnormal pelvic elevation: low	1.0
155	432	abnormal posture	0.0
155	432	abnormal tail elevation	0.0
155	432	ataxia	0.0
155	432	bladder	0.0
155	432	blank stare	0.0
155	432	circling	0.0
155	432	clasping  front and back legs	0.0
155	432	clasping back legs	0.0
155	432	clasping front legs	0.0
155	432	convulsions	0.0
155	432	dehydrated	0.0
155	432	delayed hot plate response >5sec	0.0
155	432	doesn't reach for bar	0.0
155	432	doesn't see bar	0.0
155	432	head tilt	0.0
155	432	head-bobbing	0.0
155	432	hunched	0.0
155	432	increased vocalization	0.0
155	432	kyphosis	2.0
155	432	lacks balance on edge of cage	1.0
155	432	lacks righting reflex	0.0
155	432	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
155	432	lethargic	0.0
155	432	moribund	0.0
155	432	neophobia (freezing)	2.0
155	432	no balance on bar	2.0
155	432	no bite reflex	0.0
155	432	no leg resistance	1.0
155	432	no reaction to toe pinch	2.0
155	432	paralysis	0.0
155	432	tail suspension: poor or no splay	2.0
155	432	weak grip: bar (fall only)	2.0
155	432	weak grip: grid, forelimb	1.0
155	432	weak grip: hindlimb hang	2.0
155	433	abnormal activity level: excited	0.0
155	433	abnormal activity level: slow	2.0
155	433	abnormal gait	1.0
155	433	abnormal landing from drop	1.0
155	433	abnormal pelvic elevation: high	0.0
155	433	abnormal pelvic elevation: low	1.0
155	433	abnormal posture	0.0
155	433	abnormal tail elevation	0.0
155	433	ataxia	0.0
155	433	bladder	2.0
155	433	blank stare	0.0
155	433	circling	0.0
155	433	clasping  front and back legs	2.0
155	433	clasping back legs	2.0
155	433	clasping front legs	0.0
155	433	convulsions	0.0
155	433	dehydrated	0.0
155	433	delayed hot plate response >5sec	0.0
155	433	doesn't reach for bar	0.0
